0 -15.261 -13.025 17.165 -21.503 -19.961 -5.8202 -0.72061 -5.5351 -18.909 -22.746 4.3503 -20.802
1 -17.408 -14.664 -8.1094 -20.591 -16.213 3.2638 -4.5912 -5.7551 -20.667 -16.637 -1.7176 -20.462
2 -18.694 -8.6162 -9.5595 -19.884 -15.638 -9.4661 7.6808 -11.345 -10.645 -4.44 10.466 -16.014
3 -12.099 -21.083 0.81966 15.571 -16.762 -13.446 10.069 -12.399 -12.671 -21.121 2.2719 -18.612
4 -17.819 -12.807 -7.2648 -15.763 -20.274 -16.926 8.1448 -18.706 2.9498 -17.433 9.3024 -18.723
5 -17.917 -18.224 14.907 -17.213 -17.824 -8.0468 -2.1932 -11.186 -13.466 -19.499 -0.42067 -13.347
6 -19.464 -13.698 5.548 -13.577 -15.586 -7.8281 2.224 -5.5517 -5.9383 -20.979 5.6141 -20.712
7 -11.037 -17.646 11.562 5.0344 -15.938 -6.6393 6.3705 -12.24 -18.45 -1.8712 1.4078 -18.413
8 -17.177 -17.628 14.21 -12.233 -18.749 -11.609 -1.1215 -14.459 -13.879 -20.814 6.1335 -18.916
9 -14.769 -19.203 17.198 -19.272 -19.411 -6.837 5.6226 -6.3364 -12.548 -22.084 7.2623 -10.923
10 -16.503 -17.764 3.477 1.7753 -8.6547 -9.6914 8.6234 -7.6686 -9.877 13.477 5.9374 -19.615
11 -11.995 -18.369 0.6846 -20.762 -20.538 -9.3195 2.2021 -7.7866 -16.63 -12.471 4.0028 -21.199
12 -12.796 -13.94 -10.032 -14.336 -15.942 -12.29 -13.293 -7.9061 -16.521 -21.904 -4.3097 -17.014
13 -10.848 -15.26 12.712 -20.872 -18.283 -8.6052 -2.3784 -13.331 -18.647 -19.824 0.92428 -17.744
14 -16.56 -17.455 15.047 -19.192 -11.958 -7.5085 2.2979 -11.237 -18.063 -22.792 3.3608 -17.371
15 -20.904 -17.006 -6.0731 15.748 -16.235 -15.728 10.762 -11.233 -17.726 -22.666 0.42588 -15.077
16 -15.514 -19.168 14.356 -4.8664 -19.621 -14.641 1.607 -16.975 -18.349 -11.112 -0.38945 -18.33
17 -15.729 -12.16 11.365 -13.017 3.4023 -12.575 10.214 -10.604 -20.323 -7.3796 5.7946 -15.444
18 -13.28 -14.717 14.534 -22.285 -19.21 -3.0407 -5.4718 5.0368 -15.999 -17.957 0.72782 -15.607
19 -15.508 -14.647 -3.5474 -20.281 -20.805 -13.369 9.1406 -13.157 -17.205 -13.817 5.4498 -18.588
20 -21.103 -13.93 9.5202 -20.095 -17.191 -12.001 9.7196 -14.244 -16.174 -21.212 8.1491 -14.064
21 -18.919 -19.106 12.809 -13.681 -20.992 -9.5846 1.4325 -9.9551 -9.9793 -20.598 2.9008 -20.185
22 -16.245 -15.09 11.656 -19.238 -16.713 -11.469 1.5667 -13.997 -17.121 -19.532 7.0319 -19.408
23 -15.583 -16.41 -11.696 -20.975 -18.305 -17.562 4.7501 -22.334 -0.7844 -8.3013 4.2302 -17.816
