0 -17.99 -17.84 1.9121 -17.415 -18.227 -16.273 4.5582 -15.373 -4.407 -21.11 1.6917 -20.682
1 -17.933 -17.545 -12.136 -18.697 -18.167 -12.837 -1.5748 -15.435 -1.5511 -17.641 -4.1254 -20.625
2 -17.903 -17.915 3.5968 -17.992 -18.233 -13.045 -2.0813 -15.073 -5.0292 -17.223 -4.3937 -20.714
3 -17.575 -17.748 3.756 -17.872 -18.128 -10.973 -1.0994 -14.132 -4.443 -17.488 -3.4027 -21.395
4 -17.86 -17.627 3.7882 -17.905 -17.982 -10.453 -1.2532 -13.449 -3.6092 -17.279 -3.5651 -21.375
5 -17.817 -17.1 -11.304 -16.669 -17.899 -10.712 -1.338 -11.87 -2.5725 -19.378 -3.8 -21.691
6 -17.606 -18.021 -6.389 -17.83 -18.386 -12.022 4.9946 -13.304 8.1545 -21.921 2.1748 -22.104
7 -17.964 -17.555 3.0332 -17.431 -17.717 -10.923 -3.5898 -12.778 -4.1906 -15.15 -5.8244 -21.404
8 -17.589 -17.853 3.1431 -17.519 -17.716 -10.514 6.4185 -12.109 -5.2001 -21.928 3.1365 -21.274
9 -17.978 -17.834 3.4271 -17.836 -18.205 -12.306 -0.5347 -15.521 -4.2693 -17.201 -3.0073 -20.793
